crop,class_name,file_name,relative_path,absolute_path,width,height,channels,format,size_bytes,sha256,split
cotton,Healthy Leaf,healthy_(84).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(84).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(84).png,700,700,3,JPEG,43711,67cb8a4c361d8c704c383878fef8ba91c85e837348f5f3d2226ec621b3914c09,train
cotton,Alternaria Leaf Spot,alternaria_(89).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(89).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(89).png,700,700,3,JPEG,41237,ba6492c11bf143680c5d36e15804744ac9e33470b2e5100cd0fee521d06ba785,train
cotton,Alternaria Leaf Spot,alternaria_(2).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(2).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(2).png,700,700,3,JPEG,35835,05500daff80f61ffdb6bdcdd65b973d95559964762aad841f523af55eaf11526,train
cotton,Healthy Leaf,healthy_(315).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(315).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(315).png,700,700,3,JPEG,40593,473a65845bf4cfd5951a48e3ecfe22dea157765cfbdfca284cddab6903dd2911,train
cotton,Fusarium Wilt,fusarium_(72).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(72).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(72).png,700,700,3,JPEG,47322,33a83566750c690f467e7f3eb8bf72801371bac55e65fea004138878f6719646,train
cotton,Fusarium Wilt,fusarium_(17).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(17).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(17).png,700,700,3,JPEG,47889,1ffca98cd7e666d8e907b41b1fcc6fed06a33ddb3114af0dce609ba1d4c723b9,train
cotton,Fusarium Wilt,fusarium_(202).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(202).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(202).png,700,700,3,JPEG,68197,444ce9fba59de14d184babd32ddca923148f579a1539a8ea96e8bd33a487581c,train
cotton,Alternaria Leaf Spot,alternaria_(56).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(56).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(56).png,700,700,3,JPEG,45388,4afb7a17c81e8d59fbb9f5d0e5a06243a42db40ef012ce2ba22cf618e3f78320,train
cotton,Verticillium Wilt,verticillium_(55).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(55).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(55).png,700,700,3,JPEG,54476,6a67aadb5cd06f5d0f5e12d4ee311e85385e2fd99e13eb14d31f384fb0a3187a,train
cotton,Bacterial Blight,bacterial_(86).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(86).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(86).png,700,700,3,JPEG,43130,ce42de5ce8a2f2d8ab2b35f3cf2d8101545575d71cc657f215d453c6778600c6,train
cotton,Fusarium Wilt,fusarium_(80).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(80).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(80).png,700,700,3,JPEG,50465,0a6d63a8dc677a4b714f4ef5a922eda1df0f4642a3b28610966e99116c6479e9,train
cotton,Alternaria Leaf Spot,alternaria_(100).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(100).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(100).png,700,700,3,JPEG,33646,7373e7bcee92eb641fd7d2de03eba850d03dfdfccadd127a3a2cd5da52516b91,train
cotton,Alternaria Leaf Spot,alternaria_(31).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(31).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(31).png,700,700,3,JPEG,45377,3b299563787f03029a2cd2136ae23b701051612191c13f471e19990775e671e4,train
cotton,Healthy Leaf,healthy_(124).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(124).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(124).png,700,700,3,JPEG,40939,e23fc43d32429ce621e2f41863ce5e1745e565b838e85ade767708d8d7f9ae97,train
cotton,Verticillium Wilt,verticillium_(304).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(304).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(304).png,700,700,3,JPEG,35819,e6ef68a59b98f537d19bc270519c78a4313309adb49af820265897123f1dc8eb,train
cotton,Fusarium Wilt,fusarium_(140).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(140).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(140).png,700,700,3,JPEG,53221,b8d7fbcf14e6b9bae5964b670900bcd7c50e8dd2f3a6c2b05e6f587b72909de0,train
cotton,Verticillium Wilt,verticillium_(52).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(52).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(52).png,700,700,3,JPEG,52272,dab07c249f24e0f8a3b42d96cd3485edd220248f996e1033b736ca8fac01faca,train
cotton,Fusarium Wilt,fusarium_(301).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(301).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(301).png,700,700,3,JPEG,47555,c015968ef33c6a2252048485138cb1b0f75beb211414171fa1f6f6489f56fbf3,train
cotton,Fusarium Wilt,fusarium_(311).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(311).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(311).png,700,700,3,JPEG,48366,c29858cb069065171d85217b28ef6cdfc50a1d07dc1b899ab4825cac2d6da945,train
cotton,Verticillium Wilt,verticillium_(213).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(213).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(213).png,700,700,3,JPEG,33162,481eeda906153b8bf0e44280975b7c61b06ee76069e2b957bf46493405efd771,train
cotton,Bacterial Blight,bacterial_(217).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(217).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(217).png,700,700,3,JPEG,50538,c16fdea163374459aa886dd6702c99e131f5fffa39a22114d174419635150efa,train
cotton,Healthy Leaf,healthy_(314).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(314).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(314).png,700,700,3,JPEG,42369,cd2efe6219ecbc05827e8d8576fdc8714325828eaf4681f4620e009d0dddb23e,train
cotton,Fusarium Wilt,fusarium_(187).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(187).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(187).png,700,700,3,JPEG,41789,c94032c6f44b30236cac09400fab1d8f6a294e9273ec587416d2d48461968370,train
cotton,Alternaria Leaf Spot,alternaria_(70).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(70).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(70).png,700,700,3,JPEG,33981,c6e6d492a234748408454f433a75d7af08edd6523c804f0ab4677946054ac785,train
cotton,Healthy Leaf,healthy_(36).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(36).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(36).png,700,700,3,JPEG,34072,ff084e50356cfd2aa65a3067bd8f8230eb74c4cf09db9554a853e5643fcf442e,train
cotton,Verticillium Wilt,verticillium_(99).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(99).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(99).png,700,700,3,JPEG,56213,232b067c93c0384f8b757ac9aee58cbf421ea3d87cc93b7837eb1245b9dd5e93,train
cotton,Fusarium Wilt,fusarium_(45).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(45).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(45).png,700,700,3,JPEG,51462,c29d9f76f0d3a5b2a09f9484ed8e4408e83fa81a27c9cda818e816305abafb99,train
cotton,Bacterial Blight,bacterial_(23).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(23).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(23).png,700,700,3,JPEG,65286,d7c4377f12b4bac434247084236119baf7c33a3569e2f4f64d37b87843a9e0e3,train
cotton,Healthy Leaf,healthy_(282).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(282).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(282).png,700,700,3,JPEG,46903,ca41cdc330b60b97e55a419e4e21ea2d49e3cb4db0eff36ad4d32f4f3100e992,train
cotton,Fusarium Wilt,fusarium_(232).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(232).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(232).png,700,700,3,JPEG,43880,66022ce5b63dfbfe48d2eea1c6f759df49a8c10ccb79141e27dc7e7b3ca00c42,train
cotton,Healthy Leaf,healthy_(173).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(173).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(173).png,700,700,3,JPEG,40039,b34131b8e3f1dd6ff9ebc391076651b36b110fea5bd902c91180b5ce6cf44ad8,train
cotton,Fusarium Wilt,fusarium_(135).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(135).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(135).png,700,700,3,JPEG,42186,aa41605d30e540068cc284ff6d9d42642338d210fc949f89f7197c12df0c35f1,train
cotton,Alternaria Leaf Spot,alternaria_(129).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(129).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(129).png,700,700,3,JPEG,47157,3aa38f764a99095717e0ee93876a3253bb08a146490a645e2d06b89b167effcb,train
cotton,Verticillium Wilt,verticillium_(246).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(246).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(246).png,700,700,3,JPEG,65536,5e08d4ca47cfac4665db99ecc014c5a6e0661065beafece6c6c58bdbabd96ef5,train
cotton,Bacterial Blight,bacterial_(137).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(137).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Bacterial Blight\bacterial_(137).png,700,700,3,JPEG,50876,8871b08d014e0356e3d95ead8e4d65868ede9bd6681ec6478c1752d62243a7fa,train
cotton,Verticillium Wilt,verticillium_(69).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(69).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(69).png,700,700,3,JPEG,56993,2b8269cde1097131b28e945a3b88638d3913b99808d1b3d33490569235a9c180,train
cotton,Healthy Leaf,healthy_(199).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(199).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(199).png,700,700,3,JPEG,36201,0ec3b5a2e51fca86abb98397a9fd1a65c5af58b12e147e059ae2763619a0938b,train
cotton,Healthy Leaf,healthy_(231).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(231).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(231).png,700,700,3,JPEG,40356,667b991c4d3b906bc65adfb0ad49a2fdf485aad8bfc3794434b0b271f5bf0a5c,train
cotton,Verticillium Wilt,verticillium_(157).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(157).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(157).png,700,700,3,JPEG,63440,aaad8238055fca08af50896bc7c07eb97242345d4c4b0d9fc1b4b233fc24aa42,train
cotton,Alternaria Leaf Spot,alternaria_(71).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(71).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(71).png,700,700,3,JPEG,36829,6922b26cbfdff0478415a63f36ef4f2296d70e9da2f16206644fd53c22ea6b77,train
cotton,Fusarium Wilt,fusarium_(106).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(106).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(106).png,700,700,3,JPEG,41418,3b1544623f4dcab1ea67d33b685e72c822b20ad8fe0b4b758d4d33e4bb3b0e9d,train
cotton,Fusarium Wilt,fusarium_(144).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(144).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(144).png,700,700,3,JPEG,54304,f9476ec84547877b557e0ed400bde4821b82e89bdd248a15b03738619480907a,train
cotton,Fusarium Wilt,fusarium_(149).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(149).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(149).png,700,700,3,JPEG,52974,13aac9f09acab887efefe0c9756cb47ebe491afa84eeadd1949ee723068f0cfb,train
cotton,Verticillium Wilt,verticillium_(56).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(56).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(56).png,700,700,3,JPEG,55572,2635b92769b7d86b5cfcd09c1b881067aa21f9ca96ffe6151b88364cdf25a6e5,train
cotton,Verticillium Wilt,verticillium_(135).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(135).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(135).png,700,700,3,JPEG,66296,b3fb3ca2aefb241a372cacd0a75b57341d6f26f2b42b39f89502d7ad8574c2c2,train
cotton,Fusarium Wilt,fusarium_(305).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(305).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(305).png,700,700,3,JPEG,47691,c0a8b7217a588f3676afce4a86d5c169543bb58d0032bbbe823fbdff89a16903,train
cotton,Verticillium Wilt,verticillium_(295).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(295).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(295).png,700,700,3,JPEG,57939,a50b4b812e8c51e565b17984885ddbc22b8b220573fc6aab96e33cb44936d5bb,train
cotton,Alternaria Leaf Spot,alternaria_(82).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(82).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(82).png,700,700,3,JPEG,37699,02103a3b54e23ca5f607869784f2f369ef5f8ebe33404610e12fa8c089c4bfd2,train
cotton,Alternaria Leaf Spot,alternaria_(169).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(169).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Alternaria Leaf Spot\alternaria_(169).png,700,700,3,JPEG,42245,4a9e1508540cff7065bf4fc26fa014f76112634ada5affc278cf930332180e92,train
cotton,Fusarium Wilt,fusarium_(292).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(292).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(292).png,700,700,3,JPEG,35908,d8acc88d1191585b28ff11e693685cf08a2f799fc326b53dfc56f9e32ef448f6,train
cotton,Verticillium Wilt,verticillium_(144).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(144).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Verticillium Wilt\verticillium_(144).png,700,700,3,JPEG,38221,e9b7b2376320416002d232fde335886a162c375a648a95edc98656e5df6b233c,train
cotton,Healthy Leaf,healthy_(55).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(55).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Healthy Leaf\healthy_(55).png,700,700,3,JPEG,33780,a0b0a5d0e21e1da5579fa183a96d43afb72bb0ec6f57eeab019e61221fecd27d,train
cotton,Fusarium Wilt,fusarium_(283).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(283).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(283).png,700,700,3,JPEG,51122,6007075616ac183914fdba00816cef7e2f48ae691e82589fef660d9ff23a9f74,train
cotton,Fusarium Wilt,fusarium_(31).png,data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(31).png,D:\ZaraiAI_Tomato_Cotton_Wheat\data\raw\cotton\cotton_original\Cotton_Original_Dataset\Fusarium Wilt\fusarium_(31).png,700,700,3,JPEG,41997,8ea86264493cb14c2d0437e5d4b507691d66afe14dab6723052aa8596d419688,train
